function_name,cpu-cycles,instructions,cache-misses,cache-ref 
check_gamma5_errata,3558,2914,8,11 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3600,2914,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3433,2914,5,9 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3357,2914,0,9 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3212,2914,12,12 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3330,2914,4,14 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3317,2914,7,7 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3555,2914,8,11 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3638,2914,18,23 
check_gamma5_errata,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3683,4446,4,14 
my_bcmp,3758,4446,4,8 
my_bcmp,3856,4446,1,11 
my_bcmp,3696,4446,1,14 
my_bcmp,0,0,0,0 
my_bcmp,3782,4446,1,12 
my_bcmp,3895,4446,0,12 
my_bcmp,0,0,0,0 
my_bcmp,3912,4446,6,12 
my_bcmp,22593,10069,19,1224 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3949,4446,5,13 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3604,4446,7,8 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3674,4446,7,13 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3904,4446,9,10 
my_bcmp,3921,4446,9,14 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3493,4446,6,6 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3786,4446,6,14 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3801,4446,7,12 
my_bcmp,3828,4446,0,9 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3746,4446,7,46 
my_bcmp,3895,4446,7,12 
my_bcmp,4588,4446,9,22 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,4268,4446,11,12 
my_bcmp,3919,4446,6,12 
my_bcmp,3953,4446,1,16 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,3932,4446,9,13 
my_bcmp,0,0,0,0 
my_bcmp,3903,4446,11,21 
my_bcmp,3448,4446,0,12 
my_bcmp,3782,4446,1,25 
my_bcmp,3611,4446,0,12 
my_bcmp,3902,4446,1,12 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,0,0,0,0 
my_bcmp,4068,4446,11,14 
my_bcmp,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4201,5474,8,73 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4201,5474,4,9 
dn_find_slot,4103,5474,5,9 
dn_find_slot,4050,5474,0,12 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,5788,5474,17,30 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,3583,5474,6,14 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4486,5474,5,5 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4070,5474,5,14 
dn_find_slot,0,0,0,0 
dn_find_slot,3944,5474,1,12 
dn_find_slot,4419,5474,0,8 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4744,5474,0,83 
dn_find_slot,0,0,0,0 
dn_find_slot,4386,5474,0,1 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,0,0,0,0 
dn_find_slot,4647,5474,14,38 
dn_find_slot,0,0,0,0 
dn_find_slot,23950,17534,0,0 
dn_find_slot,3788,5474,4,12 
dn_find_slot,4112,5474,3,5 
dn_find_slot,0,0,0,0 
dn_find_slot,3921,5474,7,67 
dn_find_slot,0,0,0,0 
dn_find_slot,3866,5474,0,11 
atc_get_pitch,3576,3183,14,22 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,4498,3183,1,19 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3699,3183,11,17 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3536,3183,7,12 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3554,3183,6,15 
atc_get_pitch,4482,3183,2,49 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3703,3183,8,18 
atc_get_pitch,3463,3183,10,23 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3520,3183,6,19 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3661,3183,6,6 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3528,3183,7,7 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3560,3183,3,16 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3352,3183,5,22 
atc_get_pitch,3634,3183,4,7 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3597,3183,10,18 
atc_get_pitch,3596,3183,0,10 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
